"Step","Conv-Plain-56Layers - gradients/layer3.0.conv1.weight"
"103","{""_type"":""histogram"",""values"":[1,1,0,0,0,4,4,4,5,11,14,10,14,19,19,35,46,47,56,82,100,115,145,200,264,338,423,577,818,1236,1960,2956,2828,1892,1150,777,524,397,285,229,197,159,117,98,64,68,38,26,15,11,10,11,7,4,3,4,1,4,0,2,1,1,1,4],""bins"":[-0.004627932794392109,-0.004481686795770656,-0.004335440797149204,-0.004189194798527751,-0.0040429487999062985,-0.003896702801284846,-0.0037504568026633933,-0.0036042108040419407,-0.003457964805420488,-0.0033117188067990355,-0.003165472808177583,-0.0030192268095561303,-0.0028729808109346777,-0.002726734812313225,-0.0025804888136917725,-0.00243424281507032,-0.0022879968164488673,-0.0021417508178274147,-0.001995504819205962,-0.0018492588205845095,-0.001703012821963057,-0.0015567668233416043,-0.0014105208247201517,-0.0012642748260986991,-0.0011180288274772465,-0.0009717828288557939,-0.0008255368302343413,-0.0006792908316128887,-0.0005330448329914361,-0.0003867988343699835,-0.00024055283574853092,-0.00009430683712707832,0.000051939161494374275,0.00019818516011582687,0.0003444311587372795,0.0004906771573587321,0.0006369231559801847,0.0007831691546016373,0.0009294151532230899,0.0010756611518445425,0.001221907150465995,0.0013681531490874477,0.0015143991477089003,0.0016606451463303529,0.0018068911449518055,0.001953137143573258,0.0020993831421947107,0.0022456291408161633,0.002391875139437616,0.0025381211380590685,0.002684367136680521,0.0028306131353019737,0.0029768591339234263,0.003123105132544879,0.0032693511311663315,0.003415597129787784,0.0035618431284092367,0.0037080891270306893,0.003854335125652142,0.0040005811242735945,0.004146827122895047,0.0042930731215165,0.004439319120137952,0.004585565118759405,0.0047318111173808575]}"
"112","{""values"":[1,3,0,1,2,4,5,5,10,15,15,20,27,56,75,78,146,149,266,327,374,424,628,868,991,1443,1832,2219,1941,1442,1111,874,648,470,399,333,271,211,171,145,93,89,80,35,32,16,23,20,11,7,6,3,4,2,4,4,0,0,1,0,0,0,0,2],""_type"":""histogram"",""bins"":[-0.002326042391359806,-0.0022418021253542975,-0.002157561859348789,-0.0020733215933432803,-0.0019890813273377717,-0.001904841061332263,-0.0018206007953267545,-0.0017363605293212458,-0.0016521202633157372,-0.0015678799973102286,-0.00148363973130472,-0.0013993994652992114,-0.0013151591992937028,-0.0012309189332881942,-0.0011466786672826856,-0.001062438401277177,-0.0009781981352716684,-0.0008939578692661598,-0.0008097176032606512,-0.0007254773372551426,-0.000641237071249634,-0.0005569968052441254,-0.0004727565392386168,-0.0003885162732331082,-0.0003042760072275996,-0.00022003574122209102,-0.00013579547521658242,-0.000051555209211073816,0.000032685056794434786,0.00011692532279994339,0.000201165588805452,0.0002854058548109606,0.0003696461208164692,0.0004538863868219778,0.0005381266528274864,0.000622366918832995,0.0007066071848385036,0.0007908474508440122,0.0008750877168495208,0.0009593279828550294,0.001043568248860538,0.0011278085148660466,0.0012120487808715552,0.0012962890468770638,0.0013805293128825724,0.001464769578888081,0.0015490098448935896,0.0016332501108990982,0.0017174903769046068,0.0018017306429101154,0.001885970908915624,0.0019702111749211326,0.0020544514409266412,0.00213869170693215,0.0022229319729376584,0.002307172238943167,0.0023914125049486756,0.0024756527709541842,0.002559893036959693,0.0026441333029652014,0.00272837356897071,0.0028126138349762186,0.0028968541009817272,0.002981094366987236,0.0030653346329927444]}"
"122","{""values"":[1,2,3,1,3,5,4,7,8,9,17,12,17,21,37,45,73,91,103,120,137,196,239,328,441,605,801,979,1287,1736,2089,2007,1685,1322,975,771,583,418,313,220,186,108,89,84,50,41,32,30,24,17,14,9,10,5,4,2,3,6,0,1,2,1,2,1],""_type"":""histogram"",""bins"":[-0.003476174082607031,-0.00336389620861155,-0.0032516183346160688,-0.0031393404606205877,-0.0030270625866251066,-0.0029147847126296256,-0.0028025068386341445,-0.0026902289646386635,-0.0025779510906431824,-0.0024656732166477013,-0.0023533953426522203,-0.0022411174686567392,-0.002128839594661258,-0.002016561720665777,-0.001904283846670296,-0.001792005972674815,-0.001679728098679334,-0.0015674502246838529,-0.0014551723506883718,-0.0013428944766928907,-0.0012306166026974097,-0.0011183387287019286,-0.0010060608547064476,-0.0008937829807109665,-0.0007815051067154855,-0.0006692272327200044,-0.0005569493587245233,-0.0004446714847290423,-0.0003323936107335612,-0.00022011573673808016,-0.0001078378627425991,0.000004440011252881959,0.00011671788524836302,0.00022899575924384408,0.00034127363323932514,0.0004535515072348062,0.0005658293812302873,0.0006781072552257683,0.0007903851292212494,0.0009026630032167304,0.0010149408772122115,0.0011272187512076925,0.0012394966252031736,0.0013517744991986547,0.0014640523731941357,0.0015763302471896168,0.0016886081211850978,0.001800885995180579,0.00191316386917606,0.002025441743171541,0.002137719617167022,0.002249997491162503,0.002362275365157984,0.0024745532391534653,0.0025868311131489463,0.0026991089871444274,0.0028113868611399084,0.0029236647351353895,0.0030359426091308706,0.0031482204831263516,0.0032604983571218327,0.0033727762311173137,0.003485054105112795,0.003597331979108276,0.003709609853103757]}"
"131","{""values"":[1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,3,5,6,9,10,13,23,39,53,47,84,114,131,213,275,380,514,735,1002,1345,1776,2117,2138,1787,1453,1143,867,617,412,336,224,167,118,79,67,39,23,29,6,8,4,3,5,0,3],""_type"":""histogram"",""bins"":[-0.003096163272857666,-0.0030211939629225526,-0.002946224652987439,-0.0028712553430523258,-0.0027962860331172124,-0.002721316723182099,-0.0026463474132469855,-0.002571378103311872,-0.0024964087933767587,-0.0024214394834416453,-0.002346470173506532,-0.0022715008635714184,-0.002196531553636305,-0.0021215622437011916,-0.002046592933766078,-0.001971623623830965,-0.0018966543138958514,-0.001821685003960738,-0.0017467156940256245,-0.0016717463840905111,-0.0015967770741553977,-0.0015218077642202843,-0.0014468384542851709,-0.0013718691443500575,-0.001296899834414944,-0.0012219305244798306,-0.0011469612145447172,-0.0010719919046096038,-0.0009970225946744904,-0.000922053284739377,-0.0008470839748042636,-0.0007721146648691501,-0.0006971453549340367,-0.0006221760449989233,-0.0005472067350638099,-0.0004722374251286965,-0.00039726811519358307,-0.00032229880525846966,-0.00024732949532335624,-0.00017236018538824283,-0.00009739087545312941,-0.000022421565518015996,0.00005254774441709742,0.00012751705435221083,0.00020248636428732425,0.00027745567422243766,0.0003524249841575511,0.0004273942940926645,0.0005023636040277779,0.0005773329139628913,0.0006523022238980047,0.0007272715338331182,0.0008022408437682316,0.000877210153703345,0.0009521794636384584,0.0010271487735735718,0.0011021180835086852,0.0011770873934437986,0.001252056703378912,0.0013270260133140255,0.001401995323249139,0.0014769646331842523,0.0015519339431193657,0.0016269032530544791,0.0017018725629895926]}"
"141","{""_type"":""histogram"",""values"":[2,2,1,1,0,3,3,3,2,3,3,6,7,7,8,6,20,21,17,32,40,54,109,129,179,202,257,291,437,546,670,830,1029,1180,1550,1773,1757,1555,1262,972,708,592,463,367,277,214,199,145,96,81,70,68,49,33,27,19,17,13,9,7,6,1,1,1],""bins"":[-0.0033884099684655666,-0.0032918003234954085,-0.0031951906785252504,-0.0030985810335550923,-0.003001971388584934,-0.002905361743614776,-0.002808752098644618,-0.00271214245367446,-0.0026155328087043017,-0.0025189231637341436,-0.0024223135187639855,-0.0023257038737938274,-0.0022290942288236693,-0.002132484583853511,-0.002035874938883353,-0.001939265293913195,-0.0018426556489430368,-0.0017460460039728787,-0.0016494363590027206,-0.0015528267140325624,-0.0014562170690624043,-0.0013596074240922462,-0.001262997779122088,-0.00116638813415193,-0.0010697784891817719,-0.0009731688442116138,-0.0008765591992414556,-0.0007799495542712975,-0.0006833399093011394,-0.0005867302643309813,-0.0004901206193608232,-0.00039351097439066507,-0.00029690132942050695,-0.00020029168445034884,-0.00010368203948019072,-0.000007072394510032609,0.0000895372504601255,0.00018614689543028362,0.00028275654040044174,0.00037936618537059985,0.00047597583034075797,0.0005725854753109161,0.0006691951202810742,0.0007658047652512323,0.0008624144102213904,0.0009590240551915485,0.0010556337001617067,0.0011522433451318648,0.0012488529901020229,0.001345462635072181,0.0014420722800423391,0.0015386819250124972,0.0016352915699826553,0.0017319012149528135,0.0018285108599229716,0.0019251205048931297,0.002021730149863288,0.002118339794833446,0.002214949439803604,0.002311559084773762,0.0024081687297439203,0.0025047783747140784,0.0026013880196842365,0.0026979976646543946,0.0027946073096245527]}"
"150","{""values"":[2,3,1,2,3,3,8,3,5,10,12,11,28,24,19,29,50,42,62,79,133,157,252,285,390,537,706,898,1108,1286,1453,1747,1826,1602,1383,1027,853,607,435,356,257,197,144,89,74,49,24,41,26,20,12,9,14,8,9,2,6,5,5,1,0,0,1,2],""_type"":""histogram"",""bins"":[-0.0038519278168678284,-0.0037296083610272035,-0.0036072889051865786,-0.0034849694493459538,-0.003362649993505329,-0.003240330537664704,-0.003118011081824079,-0.0029956916259834543,-0.0028733721701428294,-0.0027510527143022045,-0.0026287332584615797,-0.002506413802620955,-0.00238409434678033,-0.002261774890939705,-0.00213945543509908,-0.0020171359792584553,-0.0018948165234178305,-0.0017724970675772056,-0.0016501776117365807,-0.0015278581558959559,-0.001405538700055331,-0.0012832192442147061,-0.0011608997883740813,-0.0010385803325334564,-0.0009162608766928315,-0.0007939414208522066,-0.0006716219650115818,-0.0005493025091709569,-0.00042698305333033204,-0.00030466359748970717,-0.0001823441416490823,-0.000060024685808457434,0.00006229477003216743,0.0001846142258727923,0.00030693368171341717,0.00042925313755404204,0.0005515725933946669,0.0006738920492352918,0.0007962115050759166,0.0009185309609165415,0.0010408504167571664,0.0011631698725977913,0.0012854893284384161,0.001407808784279041,0.0015301282401196659,0.0016524476959602907,0.0017747671518009156,0.0018970866076415405,0.0020194060634821653,0.00214172551932279,0.002264044975163415,0.00238636443100404,0.002508683886844665,0.0026310033426852897,0.0027533227985259145,0.0028756422543665394,0.0029979617102071643,0.003120281166047789,0.003242600621888414,0.003364920077729039,0.0034872395335696638,0.0036095589894102886,0.0037318784452509135,0.0038541979010915384,0.003976517356932163]}"
"159","{""values"":[5,0,3,2,3,7,6,7,4,10,11,17,26,26,24,51,62,55,74,97,112,129,153,213,282,337,469,598,776,861,1101,1220,1423,1646,1488,1364,1183,938,781,576,446,322,302,235,194,186,147,99,77,59,52,41,31,21,19,16,15,9,4,4,6,2,4,1],""_type"":""histogram"",""bins"":[-0.003875176887959242,-0.003758079204999376,-0.0036409815220395103,-0.0035238838390796445,-0.0034067861561197788,-0.003289688473159913,-0.003172590790200047,-0.0030554931072401814,-0.0029383954242803156,-0.00282129774132045,-0.002704200058360584,-0.0025871023754007183,-0.0024700046924408525,-0.0023529070094809867,-0.002235809326521121,-0.002118711643561255,-0.0020016139606013894,-0.0018845162776415236,-0.0017674185946816579,-0.001650320911721792,-0.0015332232287619263,-0.0014161255458020605,-0.0012990278628421947,-0.001181930179882329,-0.0010648324969224632,-0.0009477348139625974,-0.0008306371310027316,-0.0007135394480428658,-0.0005964417650830001,-0.0004793440821231343,-0.0003622463991632685,-0.00024514871620340273,-0.00012805103324353695,-0.00001095335028367117,0.00010614433267619461,0.0002232420156360604,0.00034033969859592617,0.00045743738155579194,0.0005745350645156577,0.0006916327474755235,0.0008087304304353893,0.0009258281133952551,0.0010429257963551208,0.0011600234793149866,0.0012771211622748524,0.0013942188452347182,0.001511316528194584,0.0016284142111544497,0.0017455118941143155,0.0018626095770741813,0.001979707260034047,0.002096804942993913,0.0022139026259537786,0.0023310003089136444,0.00244809799187351,0.002565195674833376,0.0026822933577932417,0.0027993910407531075,0.0029164887237129733,0.003033586406672839,0.003150684089632705,0.0032677817725925706,0.0033848794555524364,0.003501977138512302,0.003619074821472168]}"
"169","{""values"":[2,0,0,2,2,6,5,7,5,9,16,24,32,33,48,64,74,102,124,157,211,278,371,511,673,814,1123,1319,1619,1799,1680,1550,1312,1033,790,663,489,377,318,227,181,101,88,49,38,31,17,18,9,10,6,4,5,2,0,0,0,0,0,1,1,1,0,1],""_type"":""histogram"",""bins"":[-0.0026795591693371534,-0.0025871353318507317,-0.00249471149436431,-0.0024022876568778884,-0.0023098638193914667,-0.002217439981905045,-0.0021250161444186233,-0.0020325923069322016,-0.00194016846944578,-0.0018477446319593582,-0.0017553207944729365,-0.0016628969569865149,-0.0015704731195000932,-0.0014780492820136715,-0.0013856254445272498,-0.001293201607040828,-0.0012007777695544064,-0.0011083539320679847,-0.001015930094581563,-0.0009235062570951413,-0.0008310824196087196,-0.000738658582122298,-0.0006462347446358763,-0.0005538109071494546,-0.0004613870696630329,-0.0003689632321766112,-0.0002765393946901895,-0.00018411555720376782,-0.00009169171971734613,7.321177690755576e-7,0.00009315595525549725,0.00018557979274191894,0.0002780036302283406,0.0003704274677147623,0.000462851305201184,0.0005552751426876057,0.0006476989801740274,0.0007401228176604491,0.0008325466551468708,0.0009249704926332925,0.0010173943301197141,0.0011098181676061358,0.0012022420050925575,0.0012946658425789792,0.001387089680065401,0.0014795135175518226,0.0015719373550382443,0.001664361192524666,0.0017567850300110877,0.0018492088674975093,0.001941632704983931,0.0020340565424703527,0.0021264803799567744,0.002218904217443196,0.002311328054929618,0.0024037518924160395,0.002496175729902461,0.002588599567388883,0.0026810234048753045,0.0027734472423617262,0.002865871079848148,0.0029582949173345696,0.0030507187548209913,0.003143142592307413,0.0032355664297938347]}"
"178","{""values"":[3,2,5,3,2,6,8,6,9,5,13,14,17,37,29,32,54,71,111,139,163,219,243,307,405,558,706,810,971,1164,1303,1508,1739,1663,1387,1057,789,640,469,392,321,236,215,155,111,101,72,47,41,28,12,7,7,8,4,4,1,2,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[-0.0031088057439774275,-0.0030116528760117944,-0.0029145000080461614,-0.0028173471400805283,-0.0027201942721148953,-0.0026230414041492622,-0.002525888536183629,-0.002428735668217996,-0.002331582800252363,-0.00223442993228673,-0.002137277064321097,-0.002040124196355464,-0.0019429713283898309,-0.0018458184604241978,-0.0017486655924585648,-0.0016515127244929317,-0.0015543598565272987,-0.0014572069885616656,-0.0013600541205960326,-0.0012629012526303995,-0.0011657483846647665,-0.0010685955166991334,-0.0009714426487335004,-0.0008742897807678673,-0.0007771369128022343,-0.0006799840448366012,-0.0005828311768709682,-0.00048567830890533514,-0.0003885254409397021,-0.00029137257297406904,-0.000194219705008436,-0.00009706683704280294,8.603092283010483e-8,0.00009723889888846315,0.0001943917668540962,0.00029154463481972925,0.0003886975027853623,0.00048585037075099535,0.0005830032387166284,0.0006801561066822615,0.0007773089746478945,0.0008744618426135276,0.0009716147105791606,0.0010687675785447937,0.0011659204465104267,0.0012630733144760597,0.0013602261824416928,0.0014573790504073258,0.001554531918372959,0.001651684786338592,0.001748837654304225,0.001845990522269858,0.001943143390235491,0.002040296258201124,0.002137449126166757,0.0022346019941323902,0.0023317548620980233,0.0024289077300636563,0.0025260605980292894,0.0026232134659949224,0.0027203663339605555,0.0028175192019261885,0.0029146720698918216,0.0030118249378574546,0.0031089778058230877]}"
"187","{""_type"":""histogram"",""values"":[3,6,15,8,16,38,29,30,41,47,54,68,99,133,167,238,318,422,481,595,797,1045,1265,1529,1604,1675,1554,1284,978,766,664,498,429,312,253,212,158,136,104,84,62,34,46,29,31,22,11,9,11,6,5,4,0,1,3,0,0,1,1,0,0,0,0,1],""bins"":[-0.0019868812523782253,-0.0019087562614004128,-0.0018306312704226002,-0.0017525062794447877,-0.001674381288466975,-0.0015962562974891625,-0.00151813130651135,-0.0014400063155335374,-0.0013618813245557249,-0.0012837563335779123,-0.0012056313426000997,-0.0011275063516222872,-0.0010493813606444746,-0.0009712563696666621,-0.0008931313786888495,-0.000815006387711037,-0.0007368813967332244,-0.0006587564057554118,-0.0005806314147775993,-0.0005025064237997867,-0.00042438143282197416,-0.0003462564418441616,-0.00026813145086634904,-0.00019000645988853648,-0.00011188146891072392,-0.000033756477932911366,0.00004436851304490119,0.00012249350402271375,0.0002006184950005263,0.00027874348597833887,0.0003568684769561514,0.000434993467933964,0.0005131184589117765,0.0005912434498895891,0.0006693684408674017,0.0007474934318452142,0.0008256184228230268,0.0009037434138008393,0.000981868404778652,0.0010599933957564645,0.001138118386734277,0.0012162433777120896,0.0012943683686899021,0.0013724933596677147,0.0014506183506455272,0.0015287433416233398,0.0016068683326011524,0.001684993323578965,0.0017631183145567775,0.00184124330553459,0.0019193682965124026,0.001997493287490215,0.0020756182784680277,0.0021537432694458403,0.002231868260423653,0.0023099932514014654,0.002388118242379278,0.0024662432333570905,0.002544368224334903,0.0026224932153127156,0.002700618206290528,0.0027787431972683407,0.0028568681882461533,0.002934993179223966,0.0030131181702017784]}"
"196","{""_type"":""histogram"",""values"":[1,0,1,1,1,2,3,5,6,10,7,14,10,14,19,37,49,55,58,85,89,130,147,142,174,234,283,318,412,514,614,760,851,1053,1317,1389,1446,1285,1133,1013,898,700,579,529,390,313,285,217,191,165,114,72,60,55,49,23,37,25,16,15,6,5,5,1],""bins"":[-0.004590293858200312,-0.004465219579287805,-0.004340145300375298,-0.004215071021462791,-0.004089996742550284,-0.003964922463637777,-0.0038398481847252697,-0.0037147739058127627,-0.0035896996269002557,-0.0034646253479877487,-0.0033395510690752417,-0.0032144767901627347,-0.0030894025112502277,-0.0029643282323377207,-0.0028392539534252137,-0.0027141796745127067,-0.0025891053956001997,-0.0024640311166876927,-0.0023389568377751857,-0.0022138825588626787,-0.0020888082799501717,-0.0019637340010376647,-0.0018386597221251577,-0.0017135854432126507,-0.0015885111643001437,-0.0014634368853876367,-0.0013383626064751297,-0.0012132883275626227,-0.0010882140486501157,-0.0009631397697376087,-0.0008380654908251017,-0.0007129912119125947,-0.0005879169330000877,-0.00046284265408758074,-0.00033776837517507374,-0.00021269409626256675,-0.00008761981735005975,0.00003745446156244725,0.00016252874047495425,0.00028760301938746125,0.00041267729829996824,0.0005377515772124752,0.0006628258561249822,0.0007879001350374892,0.0009129744139499962,0.0010380486928625032,0.0011631229717750102,0.0012881972506875172,0.0014132715296000242,0.0015383458085125312,0.0016634200874250382,0.0017884943663375452,0.0019135686452500522,0.002038642924162559,0.002163717203075066,0.002288791481987573,0.00241386576090008,0.002538940039812587,0.002664014318725094,0.002789088597637601,0.002914162876550108,0.003039237155462615,0.003164311434375122,0.003289385713287629,0.003414459992200136]}"
"206","{""_type"":""histogram"",""values"":[2,0,4,5,3,4,4,4,10,13,9,13,14,29,27,46,63,92,136,227,286,410,477,708,898,1220,1674,1893,1974,1783,1453,1225,899,764,521,373,302,234,147,104,85,71,61,35,32,20,23,15,10,8,6,2,2,2,2,1,0,0,5,0,0,0,1,1],""bins"":[-0.0037768734619021416,-0.0036438271636143327,-0.0035107808653265238,-0.003377734567038715,-0.003244688268750906,-0.003111641970463097,-0.002978595672175288,-0.0028455493738874793,-0.0027125030755996704,-0.0025794567773118615,-0.0024464104790240526,-0.0023133641807362437,-0.002180317882448435,-0.002047271584160626,-0.001914225285872817,-0.0017811789875850081,-0.0016481326892971992,-0.0015150863910093904,-0.0013820400927215815,-0.0012489937944337726,-0.0011159474961459637,-0.0009829011978581548,-0.0008498548995703459,-0.000716808601282537,-0.0005837623029947281,-0.0004507160047069192,-0.0003176697064191103,-0.0001846234081313014,-0.00005157710984349251,0.00008146918844431639,0.00021451548673212528,0.0003475617850199342,0.00048060808330774307,0.000613654381595552,0.0007467006798833609,0.0008797469781711698,0.0010127932764589787,0.0011458395747467875,0.0012788858730345964,0.0014119321713224053,0.0015449784696102142,0.0016780247678980231,0.001811071066185832,0.001944117364473641,0.00207716366276145,0.0022102099610492587,0.0023432562593370676,0.0024763025576248765,0.0026093488559126854,0.0027423951542004943,0.002875441452488303,0.003008487750776112,0.003141534049063921,0.00327458034735173,0.0034076266456395388,0.0035406729439273477,0.0036737192422151566,0.0038067655405029655,0.003939811838790774,0.004072858137078583,0.004205904435366392,0.004338950733654201,0.00447199703194201,0.004605043330229819,0.004738089628517628]}"
"215","{""values"":[5,4,2,1,2,6,0,2,10,8,12,10,32,40,72,70,95,124,170,231,288,378,432,511,724,799,911,1130,1284,1435,1401,1343,1262,1025,844,648,553,491,336,316,254,222,184,142,115,113,96,82,62,43,31,18,14,15,9,9,6,2,5,0,1,0,0,2],""_type"":""histogram"",""bins"":[-0.0028694665525108576,-0.0027736878546420485,-0.0026779091567732394,-0.0025821304589044303,-0.002486351761035621,-0.002390573063166812,-0.002294794365298003,-0.002199015667429194,-0.0021032369695603848,-0.0020074582716915756,-0.0019116795738227665,-0.0018159008759539574,-0.0017201221780851483,-0.0016243434802163392,-0.0015285647823475301,-0.001432786084478721,-0.001337007386609912,-0.0012412286887411028,-0.0011454499908722937,-0.0010496712930034846,-0.0009538925951346755,-0.0008581138972658664,-0.0007623351993970573,-0.0006665565015282482,-0.0005707778036594391,-0.00047499910579063,-0.0003792204079218209,-0.0002834417100530118,-0.00018766301218420267,-0.00009188431431539357,0.000003894383553415537,0.00009967308142222464,0.00019545177929103374,0.00029123047715984285,0.00038700917502865195,0.00048278787289746106,0.0005785665707662702,0.0006743452686350793,0.0007701239665038884,0.0008659026643726975,0.0009616813622415066,0.0010574600601103157,0.0011532387579791248,0.0012490174558479339,0.001344796153716743,0.001440574851585552,0.0015363535494543612,0.0016321322473231703,0.0017279109451919794,0.0018236896430607885,0.0019194683409295976,0.0020152470387984067,0.002111025736667216,0.002206804434536025,0.002302583132404834,0.002398361830273643,0.0024941405281424522,0.0025899192260112613,0.0026856979238800704,0.0027814766217488796,0.0028772553196176887,0.0029730340174864978,0.003068812715355307,0.003164591413224116,0.003260370111092925]}"
"225","{""_type"":""histogram"",""values"":[2,0,4,0,0,1,4,7,6,15,14,15,25,35,47,43,81,126,140,195,294,362,546,605,836,1076,1373,1507,1617,1669,1470,1294,1043,840,674,526,441,325,289,235,151,113,91,61,63,42,36,21,15,14,8,7,7,3,4,2,2,1,3,3,1,1,0,1],""bins"":[-0.002687230007722974,-0.002595117002783809,-0.002503003997844644,-0.002410890992905479,-0.002318777987966314,-0.002226664983027149,-0.002134551978087984,-0.002042438973148819,-0.001950325968209654,-0.0018582129632704891,-0.0017660999583313242,-0.0016739869533921592,-0.0015818739484529942,-0.0014897609435138293,-0.0013976479385746643,-0.0013055349336354993,-0.0012134219286963344,-0.0011213089237571694,-0.0010291959188180044,-0.0009370829138788395,-0.0008449699089396745,-0.0007528569040005095,-0.0006607438990613446,-0.0005686308941221796,-0.00047651788918301463,-0.00038440488424384966,-0.0002922918793046847,-0.00020017887436551973,-0.00010806586942635477,-0.0000159528644871898,0.00007616014045197517,0.00016827314539114013,0.0002603861503303051,0.00035249915526947007,0.00044461216020863503,0.0005367251651478,0.000628838170086965,0.0007209511750261299,0.0008130641799652949,0.0009051771849044599,0.0009972901898436248,0.0010894031947827898,0.0011815161997219548,0.0012736292046611197,0.0013657422096002847,0.0014578552145394497,0.0015499682194786146,0.0016420812244177796,0.0017341942293569446,0.0018263072342961095,0.0019184202392352745,0.0020105332441744395,0.0021026462491136044,0.0021947592540527694,0.0022868722589919344,0.0023789852639310993,0.0024710982688702643,0.0025632112738094293,0.0026553242787485942,0.002747437283687759,0.002839550288626924,0.002931663293566089,0.003023776298505254,0.003115889303444419,0.003208002308383584]}"
"235","{""values"":[1,1,1,2,2,4,3,3,4,9,12,16,20,25,38,44,72,93,124,193,216,275,374,463,550,757,963,1155,1371,1605,1598,1583,1376,1116,910,750,518,425,373,289,247,184,155,127,87,68,56,41,30,30,21,8,12,5,3,7,4,2,2,2,2,2,1,2],""_type"":""histogram"",""bins"":[-0.003310621017590165,-0.003199898786988342,-0.0030891765563865192,-0.0029784543257846963,-0.0028677320951828733,-0.0027570098645810504,-0.0026462876339792274,-0.0025355654033774044,-0.0024248431727755815,-0.0023141209421737585,-0.0022033987115719356,-0.0020926764809701126,-0.0019819542503682896,-0.0018712320197664667,-0.0017605097891646437,-0.0016497875585628208,-0.0015390653279609978,-0.0014283430973591749,-0.001317620866757352,-0.001206898636155529,-0.001096176405553706,-0.000985454174951883,-0.0008747319443500601,-0.0007640097137482371,-0.0006532874831464142,-0.0005425652525445912,-0.00043184302194276825,-0.0003211207913409453,-0.00021039856073912233,-0.00009967633013729937,0.000011045900464523584,0.00012176813106634654,0.0002324903616681695,0.00034321259226999246,0.0004539348228718154,0.0005646570534736384,0.0006753792840754613,0.0007861015146772843,0.0008968237452791072,0.0010075459758809302,0.0011182682064827532,0.0012289904370845761,0.001339712667686399,0.001450434898288222,0.001561157128890045,0.001671879359491868,0.001782601590093691,0.0018933238206955139,0.002004046051297337,0.0021147682818991598,0.0022254905125009827,0.0023362127431028057,0.0024469349737046286,0.0025576572043064516,0.0026683794349082746,0.0027791016655100975,0.0028898238961119205,0.0030005461267137434,0.0031112683573155664,0.0032219905879173893,0.0033327128185192123,0.0034434350491210353,0.0035541572797228582,0.003664879510324681,0.003775601740926504]}"
"244","{""values"":[1,0,0,0,0,0,3,4,5,9,12,19,17,24,34,52,66,103,133,202,253,344,431,525,727,954,1300,1579,1830,1880,1614,1384,1057,820,641,520,365,321,263,181,178,118,99,78,54,49,45,25,28,21,13,12,15,4,7,7,1,3,0,1,0,0,0,1],""_type"":""histogram"",""bins"":[-0.003170775016769767,-0.0030642402271041647,-0.0029577054374385625,-0.0028511706477729604,-0.0027446358581073582,-0.002638101068441756,-0.002531566278776154,-0.0024250314891105518,-0.0023184966994449496,-0.0022119619097793475,-0.0021054271201137453,-0.001998892330448143,-0.001892357540782541,-0.0017858227511169389,-0.0016792879614513367,-0.0015727531717857346,-0.0014662183821201324,-0.0013596835924545303,-0.0012531488027889282,-0.001146614013123326,-0.0010400792234577239,-0.0009335444337921217,-0.0008270096441265196,-0.0007204748544609174,-0.0006139400647953153,-0.0005074052751297131,-0.00040087048546411097,-0.0002943356957985088,-0.00018780090613290668,-0.00008126611646730453,0.00002526867319829762,0.00013180346286389977,0.00023833825252950191,0.00034487304219510406,0.0004514078318607062,0.0005579426215263084,0.0006644774111919105,0.0007710122008575127,0.0008775469905231148,0.000984081780188717,0.001090616569854319,0.0011971513595199212,0.0013036861491855234,0.0014102209388511255,0.0015167557285167277,0.0016232905181823298,0.001729825307847932,0.0018363600975135341,0.0019428948871791363,0.0020494296768447384,0.0021559644665103406,0.0022624992561759427,0.002369034045841545,0.002475568835507147,0.002582103625172749,0.0026886384148383513,0.0027951732045039535,0.0029017079941695556,0.0030082427838351578,0.00311477757350076,0.003221312363166362,0.003327847152831964,0.0034343819424975663,0.0035409167321631685,0.0036474515218287706]}"
