"Step","Conv-Residual-56Layers - gradients/layer3.0.conv1.weight"
"2288","{""_type"":""histogram"",""values"":[1,1,1,1,0,1,3,6,3,5,7,9,6,11,12,17,21,27,60,70,80,100,145,185,260,333,461,577,663,858,1045,1270,1401,1455,1448,1323,1185,1044,886,747,607,492,344,274,216,197,135,95,92,65,55,31,32,15,10,9,9,12,3,4,4,0,2,1],""bins"":[-0.0074853054247796535,-0.00726632027362939,-0.007047335122479126,-0.006828349971328862,-0.006609364820178598,-0.006390379669028334,-0.0061713945178780705,-0.005952409366727807,-0.005733424215577543,-0.005514439064427279,-0.005295453913277015,-0.005076468762126751,-0.004857483610976487,-0.0046384984598262236,-0.00441951330867596,-0.004200528157525696,-0.003981543006375432,-0.003762557855225168,-0.0035435727040749043,-0.0033245875529246405,-0.0031056024017743766,-0.002886617250624113,-0.002667632099473849,-0.002448646948323585,-0.0022296617971733212,-0.0020106766460230574,-0.0017916914948727936,-0.0015727063437225297,-0.0013537211925722659,-0.001134736041422002,-0.0009157508902717382,-0.0006967657391214743,-0.0004777805879712105,-0.00025879543682094663,-0.00003981028567068279,0.00017917486547958106,0.0003981600166298449,0.0006171451677801087,0.0008361303189303726,0.0010551154700806364,0.0012741006212309003,0.0014930857723811641,0.001712070923531428,0.0019310560746816918,0.0021500412258319557,0.0023690263769822195,0.0025880115281324834,0.002806996679282747,0.003025981830433011,0.003244966981583275,0.0034639521327335387,0.0036829372838838026,0.0039019224350340664,0.00412090758618433,0.004339892737334594,0.004558877888484858,0.004777863039635122,0.004996848190785386,0.0052158333419356495,0.005434818493085913,0.005653803644236177,0.005872788795386441,0.006091773946536705,0.006310759097686969,0.006529744248837233]}"
"2297","{""_type"":""histogram"",""values"":[3,0,0,0,1,2,1,1,2,9,5,12,6,15,24,30,36,54,72,105,159,191,272,345,477,561,832,978,1087,1307,1440,1537,1529,1471,1175,1073,826,650,519,402,306,218,185,138,88,72,38,42,30,29,24,10,12,5,5,5,4,4,2,1,1,0,1,3],""bins"":[-0.00620273919776082,-0.006008450945955701,-0.005814162694150582,-0.005619874442345463,-0.0054255861905403435,-0.005231297938735224,-0.005037009686930105,-0.004842721435124986,-0.004648433183319867,-0.0044541449315147474,-0.004259856679709628,-0.004065568427904509,-0.00387128017609939,-0.0036769919242942706,-0.0034827036724891514,-0.003288415420684032,-0.003094127168878913,-0.0028998389170737937,-0.0027055506652686745,-0.0025112624134635553,-0.002316974161658436,-0.002122685909853317,-0.0019283976580481976,-0.0017341094062430784,-0.0015398211544379592,-0.00134553290263284,-0.0011512446508277208,-0.0009569563990226015,-0.0007626681472174823,-0.0005683798954123631,-0.0003740916436072439,-0.00017980339180212468,0.000014484860002994537,0.00020877311180811375,0.00040306136361323297,0.0005973496154183522,0.0007916378672234714,0.0009859261190285906,0.0011802143708337098,0.001374502622638829,0.0015687908744439483,0.0017630791262490675,0.0019573673780541867,0.002151655629859306,0.002345943881664425,0.0025402321334695444,0.0027345203852746636,0.002928808637079783,0.003123096888884902,0.0033173851406900212,0.0035116733924951404,0.0037059616443002596,0.003900249896105379,0.004094538147910498,0.004288826399715617,0.0044831146515207365,0.004677402903325856,0.004871691155130975,0.005065979406936094,0.005260267658741213,0.005454555910546333,0.005648844162351452,0.005843132414156571,0.00603742066596169,0.0062317089177668095]}"
"2306","{""values"":[1,1,1,0,0,2,1,0,2,5,2,7,5,11,7,17,17,40,59,83,102,149,204,254,369,493,705,842,1076,1309,1579,1741,1736,1644,1387,1172,890,668,535,396,250,186,134,82,66,45,41,27,21,13,14,11,7,4,3,5,2,1,0,3,0,2,2,1],""_type"":""histogram"",""bins"":[-0.002575978171080351,-0.002495778928278014,-0.0024155796854756773,-0.0023353804426733404,-0.0022551811998710036,-0.002174981957068667,-0.00209478271426633,-0.002014583471463993,-0.0019343842286616564,-0.0018541849858593196,-0.0017739857430569828,-0.001693786500254646,-0.0016135872574523091,-0.0015333880146499723,-0.0014531887718476355,-0.0013729895290452987,-0.0012927902862429619,-0.001212591043440625,-0.0011323918006382883,-0.0010521925578359514,-0.0009719933150336146,-0.0008917940722312778,-0.000811594829428941,-0.0007313955866266042,-0.0006511963438242674,-0.0005709971010219306,-0.0004907978582195938,-0.00041059861541725695,-0.00033039937261492014,-0.00025020012981258333,-0.00017000088701024652,-0.0000898016442079097,-0.000009602401405572891,0.00007059684139676392,0.00015079608419910073,0.00023099532700143754,0.00031119456980377436,0.00039139381260611117,0.000471593055408448,0.0005517922982107848,0.0006319915410131216,0.0007121907838154584,0.0007923900266177952,0.000872589269420132,0.0009527885122224689,0.0010329877550248057,0.0011131869978271425,0.0011933862406294793,0.001273585483431816,0.001353784726234153,0.0014339839690364897,0.0015141832118388265,0.0015943824546411633,0.0016745816974435002,0.001754780940245837,0.0018349801830481738,0.0019151794258505106,0.0019953786686528474,0.0020755779114551842,0.002155777154257521,0.002235976397059858,0.0023161756398621947,0.0023963748826645315,0.0024765741254668683,0.002556773368269205]}"
"2316","{""_type"":""histogram"",""values"":[3,5,2,3,3,3,7,8,18,20,32,51,61,67,91,123,205,266,338,438,575,702,943,1041,1247,1302,1422,1429,1363,1224,1078,937,753,610,489,372,297,202,178,130,102,73,51,33,30,24,27,10,11,12,7,3,4,2,1,0,1,1,0,0,0,1,0,1],""bins"":[-0.006016248371452093,-0.005793149983219337,-0.00557005159498658,-0.005346953206753824,-0.0051238548185210675,-0.004900756430288311,-0.004677658042055555,-0.004454559653822798,-0.004231461265590042,-0.0040083628773572855,-0.003785264489124529,-0.0035621661008917727,-0.0033390677126590163,-0.00311596932442626,-0.0028928709361935034,-0.002669772547960747,-0.0024466741597279906,-0.0022235757714952342,-0.002000477383262478,-0.0017773789950297214,-0.001554280606796965,-0.0013311822185642086,-0.0011080838303314522,-0.0008849854420986958,-0.0006618870538659394,-0.00043878866563318297,-0.00021569027740042657,0.0000074081108323298395,0.00023050649906508625,0.00045360488729784265,0.0006767032755305991,0.0008998016637633555,0.0011229000519961119,0.0013459984402288683,0.0015690968284616247,0.001792195216694381,0.0020152936049271375,0.002238391993159894,0.0024614903813926503,0.0026845887696254067,0.002907687157858163,0.0031307855460909195,0.003353883934323676,0.0035769823225564323,0.0038000807107891887,0.004023179099021945,0.0042462774872547016,0.004469375875487458,0.004692474263720214,0.004915572651952971,0.005138671040185727,0.005361769428418484,0.00558486781665124,0.005807966204883996,0.006031064593116753,0.006254162981349509,0.006477261369582266,0.006700359757815022,0.006923458146047778,0.007146556534280535,0.007369654922513291,0.007592753310746048,0.007815851698978804,0.00803895008721156,0.008262048475444317]}"
"2325","{""_type"":""histogram"",""values"":[1,2,1,0,1,3,2,2,1,10,3,13,20,25,29,42,53,84,107,147,195,211,292,411,497,662,866,1010,1207,1308,1491,1487,1398,1317,1080,950,795,594,510,370,301,235,157,130,112,74,55,44,29,29,24,19,6,5,3,5,4,0,2,0,0,0,0,1],""bins"":[-0.005591200664639473,-0.005413253471488133,-0.005235306278336793,-0.005057359085185453,-0.004879411892034113,-0.0047014646988827735,-0.004523517505731434,-0.004345570312580094,-0.004167623119428754,-0.003989675926277414,-0.003811728733126074,-0.003633781539974734,-0.0034558343468233943,-0.0032778871536720544,-0.0030999399605207145,-0.0029219927673693746,-0.0027440455742180347,-0.002566098381066695,-0.002388151187915355,-0.002210203994764015,-0.002032256801612675,-0.0018543096084613353,-0.0016763624153099954,-0.0014984152221586555,-0.0013204680290073156,-0.0011425208358559757,-0.0009645736427046359,-0.000786626449553296,-0.0006086792564019561,-0.0004307320632506162,-0.0002527848700992763,-0.00007483767694793642,0.00010310951620340347,0.00028105670935474336,0.00045900390250608325,0.0006369510956574231,0.000814898288808763,0.000992845481960103,0.0011707926751114428,0.0013487398682627827,0.0015266870614141226,0.0017046342545654625,0.0018825814477168024,0.0020605286408681422,0.002238475834019482,0.002416423027170822,0.002594370220322162,0.002772317413473502,0.0029502646066248417,0.0031282117997761816,0.0033061589929275215,0.0034841061860788614,0.0036620533792302012,0.003840000572381541,0.004017947765532881,0.004195894958684221,0.004373842151835561,0.004551789344986901,0.004729736538138241,0.0049076837312895805,0.00508563092444092,0.00526357811759226,0.0054415253107436,0.00561947250389494,0.00579741969704628]}"
"2334","{""_type"":""histogram"",""values"":[2,0,2,0,2,0,4,5,1,14,13,12,19,31,42,48,57,74,118,151,172,239,305,412,526,635,857,1085,1271,1404,1521,1646,1459,1276,1040,853,681,518,434,346,269,203,154,134,79,83,47,50,30,30,15,23,9,5,5,7,4,1,1,1,2,0,2,3],""bins"":[-0.006238271482288837,-0.006036846192728262,-0.005835420903167687,-0.005633995613607112,-0.005432570324046537,-0.005231145034485962,-0.005029719744925387,-0.004828294455364812,-0.004626869165804237,-0.004425443876243662,-0.004224018586683087,-0.004022593297122512,-0.003821168007561937,-0.003619742718001362,-0.003418317428440787,-0.003216892138880212,-0.003015466849319637,-0.002814041559759062,-0.0026126162701984867,-0.0024111909806379117,-0.0022097656910773367,-0.0020083404015167616,-0.0018069151119561866,-0.0016054898223956116,-0.0014040645328350365,-0.0012026392432744615,-0.0010012139537138864,-0.0007997886641533114,-0.0005983633745927364,-0.0003969380850321613,-0.0001955127954715863,0.000005912494088988751,0.0002073377836495638,0.00040876307321013883,0.0006101883627707139,0.0008116136523312889,0.001013038941891864,0.001214464231452439,0.001415889521013014,0.001617314810573589,0.001818740100134164,0.002020165389694739,0.002221590679255314,0.002423015968815889,0.0026244412583764642,0.0028258665479370393,0.0030272918374976143,0.0032287171270581894,0.0034301424166187644,0.0036315677061793394,0.0038329929957399145,0.0040344182853004895,0.0042358435748610646,0.00443726886442164,0.004638694153982215,0.00484011944354279,0.005041544733103365,0.00524297002266394,0.005444395312224515,0.00564582060178509,0.005847245891345665,0.00604867118090624,0.006250096470466815,0.00645152176002739,0.006652947049587965]}"
"2344","{""values"":[1,0,0,0,1,0,2,2,0,5,4,6,8,6,10,13,20,29,40,61,102,128,218,287,400,595,826,1163,1449,1614,1845,1792,1744,1477,1171,955,691,488,345,274,191,115,105,76,46,25,27,10,13,9,5,5,4,7,3,5,4,0,3,2,2,1,1,1],""_type"":""histogram"",""bins"":[-0.006558015011250973,-0.0063491728506051,-0.006140330689959228,-0.005931488529313356,-0.005722646368667483,-0.005513804208021611,-0.005304962047375739,-0.005096119886729866,-0.004887277726083994,-0.0046784355654381216,-0.004469593404792249,-0.004260751244146377,-0.0040519090835005045,-0.003843066922854632,-0.00363422476220876,-0.0034253826015628874,-0.003216540440917015,-0.0030076982802711427,-0.0027988561196252704,-0.002590013958979398,-0.0023811717983335257,-0.0021723296376876533,-0.001963487477041781,-0.0017546453163959086,-0.0015458031557500362,-0.0013369609951041639,-0.0011281188344582915,-0.0009192766738124192,-0.0007104345131665468,-0.0005015923525206745,-0.0002927501918748021,-0.00008390803122892976,0.0001249341294169426,0.00033377629006281495,0.0005426184507086873,0.0007514606113545597,0.000960302772000432,0.0011691449326463044,0.0013779870932921767,0.001586829253938049,0.0017956714145839214,0.002004513575229794,0.002213355735875666,0.0024221978965215385,0.002631040057167411,0.002839882217813283,0.0030487243784591556,0.003257566539105028,0.0034664086997509003,0.0036752508603967726,0.003884093021042645,0.004092935181688517,0.00430177734233439,0.004510619502980262,0.004719461663626134,0.004928303824272007,0.005137145984917879,0.0053459881455637515,0.005554830306209624,0.005763672466855496,0.0059725146275013685,0.006181356788147241,0.006390198948793113,0.006599041109438986,0.006807883270084858]}"
"2353","{""_type"":""histogram"",""values"":[1,2,4,2,2,3,4,5,9,16,12,9,18,21,35,48,32,71,101,127,204,278,423,522,813,1079,1291,1678,1921,1992,1792,1540,1092,850,622,485,339,226,182,142,106,84,52,38,27,25,19,8,17,7,11,9,7,5,4,8,5,0,1,0,2,2,0,2],""bins"":[-0.0035410793498158455,-0.0034205290430691093,-0.003299978736322373,-0.003179428429575637,-0.003058878122828901,-0.0029383278160821646,-0.0028177775093354285,-0.0026972272025886923,-0.002576676895841956,-0.00245612658909522,-0.002335576282348484,-0.0022150259756017476,-0.0020944756688550115,-0.0019739253621082753,-0.0018533750553615391,-0.001732824748614803,-0.0016122744418680668,-0.0014917241351213306,-0.0013711738283745944,-0.0012506235216278583,-0.0011300732148811221,-0.001009522908134386,-0.0008889726013876498,-0.0007684222946409136,-0.0006478719878941774,-0.0005273216811474413,-0.0004067713744007051,-0.00028622106765396893,-0.00016567076090723276,-0.00004512045416049659,0.00007542985258623958,0.00019598015933297575,0.0003165304660797119,0.0004370807728264481,0.0005576310795731843,0.0006781813863199204,0.0007987316930666566,0.0009192819998133928,0.001039832306560129,0.001160382613306865,0.0012809329200536013,0.0014014832268003374,0.0015220335335470736,0.0016425838402938098,0.001763134147040546,0.0018836844537872821,0.0020042347605340183,0.0021247850672807544,0.0022453353740274906,0.002365885680774227,0.002486435987520963,0.002606986294267699,0.0027275366010144353,0.0028480869077611715,0.0029686372145079076,0.003089187521254644,0.00320973782800138,0.003330288134748116,0.0034508384414948523,0.0035713887482415885,0.0036919390549883246,0.003812489361735061,0.003933039668481797,0.004053589975228533,0.004174140281975269]}"
"2362","{""values"":[1,4,0,2,4,5,5,9,7,18,15,27,31,48,81,105,133,181,256,345,466,581,714,881,1069,1228,1325,1430,1415,1351,1215,1097,871,762,628,478,387,288,241,192,147,83,92,69,34,29,24,18,6,9,6,4,4,2,0,3,0,3,0,0,1,1,0,1],""_type"":""histogram"",""bins"":[-0.006981921847909689,-0.006734385657182429,-0.006486849466455169,-0.006239313275727909,-0.005991777085000649,-0.005744240894273389,-0.005496704703546129,-0.005249168512818869,-0.005001632322091609,-0.004754096131364349,-0.004506559940637089,-0.004259023749909829,-0.004011487559182569,-0.0037639513684553094,-0.0035164151777280495,-0.0032688789870007895,-0.0030213427962735295,-0.0027738066055462696,-0.0025262704148190096,-0.0022787342240917496,-0.0020311980333644897,-0.0017836618426372297,-0.0015361256519099697,-0.0012885894611827098,-0.0010410532704554498,-0.0007935170797281899,-0.0005459808890009299,-0.00029844469827366993,-0.000050908507546409965,0.00019662768318085,0.00044416387390810996,0.0006917000646353699,0.0009392362553626299,0.0011867724460898899,0.0014343086368171498,0.0016818448275444098,0.0019293810182716697,0.0021769172089989297,0.0024244533997261897,0.0026719895904534496,0.0029195257811807096,0.0031670619719079696,0.0034145981626352295,0.0036621343533624895,0.0039096705440897495,0.004157206734817009,0.004404742925544269,0.004652279116271529,0.004899815306998789,0.005147351497726049,0.005394887688453309,0.005642423879180569,0.005889960069907829,0.006137496260635089,0.006385032451362349,0.006632568642089609,0.006880104832816869,0.007127641023544129,0.007375177214271389,0.007622713404998649,0.007870249595725909,0.008117785786453169,0.008365321977180429,0.008612858167907689,0.008860394358634949]}"
"2371","{""values"":[1,0,0,1,1,0,0,1,0,1,2,1,3,7,7,7,7,9,15,14,33,27,39,55,95,113,195,309,444,644,1000,1413,1928,2382,2380,2119,1657,1126,831,531,381,211,127,103,63,46,34,15,18,8,8,7,2,4,3,2,0,0,0,0,1,0,0,1],""_type"":""histogram"",""bins"":[-0.00815793126821518,-0.00791997076885309,-0.007682010269491002,-0.007444049770128913,-0.0072060892707668245,-0.006968128771404736,-0.006730168272042647,-0.006492207772680558,-0.0062542472733184695,-0.006016286773956381,-0.005778326274594292,-0.005540365775232203,-0.0053024052758701146,-0.005064444776508026,-0.004826484277145937,-0.004588523777783848,-0.00435056327842176,-0.004112602779059671,-0.003874642279697582,-0.0036366817803354934,-0.0033987212809734046,-0.003160760781611316,-0.002922800282249227,-0.0026848397828871384,-0.0024468792835250497,-0.002208918784162961,-0.001970958284800872,-0.0017329977854387835,-0.0014950372860766947,-0.001257076786714606,-0.0010191162873525172,-0.0007811557879904285,-0.0005431952886283398,-0.00030523478926625103,-0.00006727428990416229,0.00017068620945792645,0.0004086467088200152,0.0006466072081821039,0.0008845677075441927,0.0011225282069062814,0.0013604887062683702,0.0015984492056304589,0.0018364097049925476,0.0020743702043546364,0.002312330703716725,0.002550291203078814,0.0027882517024409026,0.0030262122018029913,0.00326417270116508,0.003502133200527169,0.0037400936998892576,0.003978054199251346,0.004216014698613435,0.004453975197975524,0.0046919356973376125,0.004929896196699701,0.00516785669606179,0.005405817195423879,0.0056437776947859675,0.005881738194148056,0.006119698693510145,0.006357659192872234,0.006595619692234322,0.006833580191596411,0.0070715406909585]}"
"2381","{""values"":[1,1,2,2,7,9,11,16,19,32,44,71,100,129,163,264,348,467,640,849,1115,1421,1578,1775,1831,1700,1476,1146,840,583,470,340,272,172,145,107,70,48,40,24,18,23,19,7,7,9,3,3,3,1,2,0,0,1,3,0,0,0,1,1,1,0,1,1],""_type"":""histogram"",""bins"":[-0.006703816819936037,-0.006424732164305169,-0.006145647508674301,-0.005866562853043433,-0.005587478197412565,-0.005308393541781697,-0.0050293088861508295,-0.0047502242305199616,-0.004471139574889094,-0.004192054919258226,-0.003912970263627358,-0.00363388560799649,-0.003354800952365622,-0.003075716296734754,-0.002796631641103886,-0.002517546985473018,-0.00223846232984215,-0.0019593776742112823,-0.0016802930185804144,-0.0014012083629495464,-0.0011221237073186785,-0.0008430390516878106,-0.0005639543960569426,-0.0002848697404260747,-0.000005785084795206785,0.00027329957083566114,0.0005523842264665291,0.000831468882097397,0.001110553537728265,0.0013896381933591329,0.0016687228489900008,0.0019478075046208687,0.0022268921602517366,0.0025059768158826046,0.0027850614715134725,0.0030641461271443404,0.0033432307827752084,0.0036223154384060763,0.003901400094036944,0.004180484749667812,0.00445956940529868,0.004738654060929548,0.005017738716560416,0.005296823372191284,0.005575908027822152,0.00585499268345302,0.006134077339083888,0.0064131619947147556,0.0066922466503456235,0.006971331305976491,0.007250415961607359,0.007529500617238227,0.007808585272869095,0.008087669928499963,0.008366754584130831,0.008645839239761699,0.008924923895392567,0.009204008551023435,0.009483093206654303,0.00976217786228517,0.010041262517916039,0.010320347173546907,0.010599431829177774,0.010878516484808642,0.01115760114043951]}"
"2391","{""values"":[2,0,2,1,0,3,4,1,4,8,3,7,12,24,17,18,26,33,60,79,92,110,152,195,263,287,414,461,642,769,981,1058,1246,1364,1428,1380,1270,1215,1053,855,668,497,412,339,252,182,131,87,85,59,45,29,25,22,17,12,7,9,5,3,2,2,2,1],""_type"":""histogram"",""bins"":[-0.0060692294500768185,-0.005894805857678875,-0.005720382265280932,-0.005545958672882989,-0.005371535080485046,-0.005197111488087103,-0.00502268789568916,-0.0048482643032912165,-0.004673840710893273,-0.00449941711849533,-0.004324993526097387,-0.004150569933699444,-0.003976146341301501,-0.0038017227489035577,-0.0036272991565056145,-0.0034528755641076714,-0.0032784519717097282,-0.003104028379311785,-0.002929604786913842,-0.002755181194515899,-0.0025807576021179557,-0.0024063340097200125,-0.0022319104173220694,-0.0020574868249241263,-0.0018830632325261831,-0.00170863964012824,-0.0015342160477302969,-0.0013597924553323537,-0.0011853688629344106,-0.0010109452705364674,-0.0008365216781385243,-0.0006620980857405812,-0.000487674493342638,-0.0003132509009446949,-0.00013882730854675174,0.0000355962838511914,0.00021001987624913454,0.0003844434686470777,0.0005588670610450208,0.000733290653442964,0.0009077142458409071,0.0010821378382388502,0.0012565614306367934,0.0014309850230347365,0.0016054086154326797,0.0017798322078306228,0.001954255800228566,0.002128679392626509,0.002303102985024452,0.0024775265774223953,0.0026519501698203385,0.0028263737622182816,0.0030007973546162248,0.003175220947014168,0.003349644539412111,0.003524068131810054,0.0036984917242079973,0.0038729153166059405,0.004047338909003884,0.004221762501401827,0.00439618609379977,0.004570609686197713,0.004745033278595656,0.004919456870993599,0.0050938804633915424]}"
"2400","{""values"":[3,0,2,3,3,2,2,5,3,5,4,7,12,13,14,21,35,44,37,70,97,148,174,206,282,391,535,735,954,1209,1539,1798,1907,1653,1523,1264,929,671,544,393,291,200,191,132,99,78,49,37,22,10,12,18,7,11,9,7,5,8,2,3,2,0,1,1],""_type"":""histogram"",""bins"":[-0.006417272612452507,-0.0062197331644711085,-0.00602219371648971,-0.005824654268508311,-0.005627114820526913,-0.005429575372545514,-0.005232035924564116,-0.005034496476582717,-0.004836957028601319,-0.00463941758061992,-0.0044418781326385215,-0.004244338684657123,-0.004046799236675724,-0.003849259788694326,-0.0036517203407129273,-0.0034541808927315287,-0.00325664144475013,-0.0030591019967687316,-0.002861562548787333,-0.0026640231008059345,-0.002466483652824536,-0.0022689442048431374,-0.002071404756861739,-0.0018738653088803403,-0.0016763258608989418,-0.0014787864129175432,-0.0012812469649361446,-0.001083707516954746,-0.0008861680689733475,-0.000688628620991949,-0.0004910891730105504,-0.0002935497250291519,-0.00009601027704775333,0.00010152917093364522,0.00029906861891504377,0.0004966080668964423,0.0006941475148778409,0.0008916869628592394,0.001089226410840638,0.0012867658588220365,0.001484305306803435,0.0016818447547848336,0.0018793842027662322,0.0020769236507476307,0.0022744630987290293,0.002472002546710428,0.0026695419946918264,0.002867081442673225,0.0030646208906546235,0.003262160338636022,0.0034596997866174206,0.003657239234598819,0.0038547786825802177,0.004052318130561616,0.004249857578543015,0.004447397026524413,0.004644936474505812,0.0048424759224872105,0.005040015370468609,0.005237554818450008,0.005435094266431406,0.005632633714412805,0.005830173162394203,0.006027712610375602,0.006225252058357]}"
"2410","{""_type"":""histogram"",""values"":[1,0,0,0,0,0,0,1,0,2,2,2,2,3,5,3,6,14,13,26,27,63,69,83,141,188,261,384,488,554,776,984,1291,1437,1663,1704,1546,1423,1172,1078,811,617,433,350,233,158,116,85,64,49,29,15,20,15,10,5,4,0,1,2,0,1,1,1],""bins"":[-0.00833315122872591,-0.00809802211006172,-0.00786289299139753,-0.00762776387273334,-0.0073926347540691495,-0.007157505635404959,-0.006922376516740769,-0.006687247398076579,-0.006452118279412389,-0.006216989160748199,-0.0059818600420840085,-0.005746730923419818,-0.005511601804755628,-0.005276472686091438,-0.005041343567427248,-0.004806214448763058,-0.004571085330098867,-0.004335956211434677,-0.004100827092770487,-0.003865697974106297,-0.0036305688554421067,-0.0033954397367779166,-0.0031603106181137264,-0.002925181499449536,-0.002690052380785346,-0.002454923262121156,-0.0022197941434569657,-0.0019846650247927755,-0.0017495359061285853,-0.0015144067874643952,-0.001279277668800205,-0.0010441485501360148,-0.0008090194314718246,-0.0005738903128076345,-0.0003387611941434443,-0.00010363207547925413,0.00013149704318493605,0.0003666261618491262,0.0006017552805133164,0.0008368843991775066,0.0010720135178416967,0.001307142636505887,0.001542271755170077,0.0017774008738342673,0.0020125299924984574,0.0022476591111626476,0.0024827882298268378,0.002717917348491028,0.002953046467155218,0.0031881755858194083,0.0034233047044835985,0.0036584338231477886,0.003893562941811979,0.004128692060476169,0.004363821179140359,0.004598950297804549,0.0048340794164687395,0.00506920853513293,0.00530433765379712,0.00553946677246131,0.0057745958911255,0.00600972500978969,0.0062448541284538805,0.006479983247118071,0.006715112365782261]}"
"2419","{""_type"":""histogram"",""values"":[2,2,2,2,3,10,6,6,11,16,24,22,22,43,55,80,107,170,210,275,402,501,778,1023,1272,1629,1813,1908,1746,1463,1184,966,680,519,370,276,201,126,97,99,68,48,50,33,20,23,11,8,10,10,5,7,2,3,3,0,1,1,1,1,2,3,0,1],""bins"":[-0.0043756309896707535,-0.004215626060613431,-0.004055621131556109,-0.003895616202498786,-0.0037356112734414637,-0.0035756063443841413,-0.003415601415326819,-0.0032555964862694964,-0.003095591557212174,-0.0029355866281548515,-0.002775581699097529,-0.0026155767700402066,-0.002455571840982884,-0.0022955669119255617,-0.0021355619828682393,-0.001975557053810917,-0.0018155521247535944,-0.001655547195696272,-0.0014955422666389495,-0.001335537337581627,-0.0011755324085243046,-0.0010155274794669822,-0.0008555225504096597,-0.0006955176213523373,-0.0005355126922950149,-0.0003755077632376924,-0.00021550283418036997,-0.00005549790512304753,0.00010450702393427491,0.00026451195299159735,0.0004245168820489198,0.0005845218111062422,0.0007445267401635647,0.0009045316692208871,0.0010645365982782096,0.001224541527335532,0.0013845464563928545,0.001544551385450177,0.0017045563145074993,0.0018645612435648218,0.0020245661726221442,0.0021845711016794667,0.002344576030736789,0.0025045809597941115,0.002664585888851434,0.0028245908179087564,0.002984595746966079,0.0031446006760234013,0.0033046056050807238,0.003464610534138046,0.0036246154631953686,0.003784620392252691,0.0039446253213100135,0.004104630250367336,0.004264635179424658,0.004424640108481981,0.004584645037539303,0.004744649966596626,0.004904654895653948,0.005064659824711271,0.005224664753768593,0.0053846696828259155,0.005544674611883238,0.00570467954094056,0.005864684469997883]}"
"2428","{""_type"":""histogram"",""values"":[1,1,0,2,2,2,5,1,2,5,13,13,17,24,30,37,53,68,83,111,136,182,223,286,404,478,605,715,961,1147,1350,1553,1626,1514,1395,1134,966,740,587,479,355,268,207,161,131,89,68,42,44,34,23,13,16,14,4,4,2,1,0,1,1,0,0,3],""bins"":[-0.006567030679434538,-0.006363646556565072,-0.006160262433695607,-0.005956878310826141,-0.005753494187956676,-0.00555011006508721,-0.005346725942217745,-0.005143341819348279,-0.004939957696478814,-0.004736573573609348,-0.004533189450739883,-0.004329805327870417,-0.004126421205000952,-0.003923037082131486,-0.003719652959262021,-0.0035162688363925554,-0.00331288471352309,-0.0031095005906536244,-0.002906116467784159,-0.0027027323449146934,-0.002499348222045228,-0.0022959640991757624,-0.002092579976306297,-0.0018891958534368314,-0.0016858117305673659,-0.0014824276076979004,-0.0012790434848284349,-0.0010756593619589694,-0.0008722752390895039,-0.0006688911162200384,-0.0004655069933505729,-0.0002621228704811074,-0.000058738747611641884,0.00014464537525782362,0.0003480294981272891,0.0005514136209967546,0.0007547977438662201,0.0009581818667356856,0.0011615659896051511,0.0013649501124746166,0.0015683342353440821,0.0017717183582135476,0.001975102481083013,0.0021784866039524786,0.002381870726821944,0.0025852548496914096,0.002788638972560875,0.0029920230954303406,0.003195407218299806,0.0033987913411692716,0.003602175464038737,0.0038055595869082026,0.004008943709777668,0.004212327832647134,0.004415711955516599,0.004619096078386065,0.00482248020125553,0.005025864324124996,0.005229248446994461,0.005432632569863927,0.005636016692733392,0.005839400815602858,0.006042784938472323,0.006246169061341789,0.006449553184211254]}"
"2437","{""_type"":""histogram"",""values"":[1,0,0,0,0,1,1,2,9,7,12,12,24,26,54,66,89,111,179,221,292,406,475,605,783,953,1125,1293,1367,1472,1396,1398,1237,1055,889,709,556,436,339,202,178,141,95,79,52,24,19,11,9,5,6,2,3,2,1,1,0,0,0,0,0,0,0,1],""bins"":[-0.0034758567344397306,-0.0033584931552468333,-0.003241129576053936,-0.0031237659968610387,-0.0030064024176681414,-0.002889038838475244,-0.002771675259282347,-0.0026543116800894495,-0.002536948100896552,-0.002419584521703655,-0.0023022209425107576,-0.0021848573633178603,-0.002067493784124963,-0.0019501302049320657,-0.0018327666257391684,-0.001715403046546271,-0.0015980394673533738,-0.0014806758881604765,-0.0013633123089675792,-0.0012459487297746819,-0.0011285851505817845,-0.0010112215713888872,-0.0008938579921959899,-0.0007764944130030926,-0.0006591308338101953,-0.000541767254617298,-0.0004244036754244007,-0.0003070400962315034,-0.0001896765170386061,-0.0000723129378457088,0.0000450506413471885,0.0001624142205400858,0.0002797777997329831,0.0003971413789258804,0.0005145049581187777,0.000631868537311675,0.0007492321165045723,0.0008665956956974696,0.000983959274890367,0.0011013228540832642,0.0012186864332761616,0.0013360500124690589,0.0014534135916619562,0.0015707771708548535,0.0016881407500477508,0.001805504329240648,0.0019228679084335454,0.0020402314876264427,0.00215759506681934,0.0022749586460122373,0.0023923222252051346,0.002509685804398032,0.002627049383590929,0.0027444129627838265,0.002861776541976724,0.002979140121169621,0.0030965037003625184,0.0032138672795554157,0.003331230858748313,0.0034485944379412103,0.0035659580171341076,0.003683321596327005,0.0038006851755199023,0.0039180487547127996,0.004035412333905697]}"
